,Titel,Autor,Strophen,Verse,Anthologie,Jahr,Hrsg,ID,text
62,Entschluß,"Lemmermayer, Fritz",5,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180066,nach eine still kloster wollen ich wandern   will flieh'n die menschenlärm und pulverdampf   verwunden werd mein herz   ich schmerzen die schrein   ich taugen nicht zu wüth'gem   irre kampf   ich haben ' nicht schwert   nicht säbel und pistole   ich gehen ohne waffe durch die welt   hier stehen ' ich stillen   auf ich selber ruhend   und niemand haben zu+die schutz sich ich gesellen   in ich auch sprühen auf prometheusfunke   erringen wollen ' ich ihr die ideal   und an die felsen werd auch ich schmieden   die kraft zerbersten   zurück bleiben nur die qual   seit ich er nutzlos wissen   ich grauen es vor+die krieg   können ' ich er streiten noch   ich wollen nicht   schaffen er auch recht   die unrecht lauern   tilgen es   die pesthauch wunsch löschen aus die frieden licht   ich streiten nicht   müssen wandern ohne waffe   wohin     ich kennen ' keine ziel   doch was ich suchen '   eine kloster sein es   da harren ich und lesen herzstill   was ich die schicksal schreiben in die buch   
63,Wolkenbild,"Lemmermayer, Fritz",1,11,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180067,düstergraue wolke ragen trotzig auf   felsen gleich   nahen mit brause|brausen sturmessausen fahren in die wolkengebirg   und die berg zerbrechen   und die felsen zerschellen   sah es und dachen ' die menschenlooses   
64,Am Morgen,"Adler, Friedrich",2,2,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180068,trüb die morgen und kalt   über die wiese schweifen feuchte nebelstreifen   auf die berg|bergen ringsum liege|liegen wolke ballen   grau und stumm   mühsam gegen die dunkel schatten   halb wagend   halb zagend   senden sonne die matt   bebend strahl   nieder in die thal röthlich brechen hier und dort unsicher licht     kämpfen müssen die herrlich gluth   die hehrste feindin irdisch fehl   muth   muth   arm|arme ringend menschenseele   
65,Mein Nachbar,"Adler, Friedrich",3,3,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180069,an jede abend   wenn die spät stunde die müde glied in die schlummer locken   und ich in+die vorgefühl die süß ruhe die buch sättigen aus die hand legen   fangen über ich eine störend concert an   es gleiten finger über die piano und sondern zweifel ungeschickt finger   bald hören ich eine scala   wie eine schüler bei+die unterricht sie nicht schlecht spielen   bald eine melodie aus irgend eine uralt oper oder operette   die alle unterbrochen oft durch pause   die nicht in+die notenblatte stehen mögen   durch falsch griff   die in wild hast sofort noch einmal falsch greifen werden   kurz   ich sein selbst nicht sonderlich empfindlich in rücksicht auf die musikalisch   doch denken die zeit   die ruhebedürftigkeit und nehm't dazu die seltsam genuss   und dann vergeben ich nicht   wenn ich an+die ende voll ärger nach die concertirer forschen   die unbequem klang abzuthun   und was vernehmen ich   eine bejahrter mann   eine dürftig   sein mein pianospieler   die ganz tag gehen er die handwerk nach   und abend   wenn die kind einschlafen   für die er alle ' die schwer sorge|sorgen tragen   üben er piano   lachen ich aus darum   ich treten eine paar thränen in die auge   mitfühlend lesen ich in die mann herz   er können nicht spielen und er werden es nicht können   zu steif sein sein hand   sein ohr zu stumpf   sie kennen die sprüchlein wohl von haus und häuschen   und dennoch lassen er es nicht   er sein dies spiel die einzig sprosse|sproß   die aus noth und kummer des öde leben er nach oben leiten   die einzig   und die barmherzig kunst   sie alle segenspender edel   stoßen er auch ohne trost nicht aus die tempel   die gläubig drin die seele heilung suchen   aus falsch griff   aus verfehlt takt|takten gießen sie die lechzend befriedigung in die geängstigte   gequält brust     spiel immer zu   du arm   alt mann   du stören nicht   nein   melodisch klingen um ich die edel weihe eine menschenherzens   
66,Pythagoras,"Adler, Friedrich",8,8,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180070,breiten liegen auf berg und aue die schattende gewand die nacht   auf alle auge niederthauen des traum bild   süß und sacht   nur ich allein wollen es nicht umschlingen   dies selig sinken in die nichts   ich wollen erkennen   wollen erringen   erringen eine strahl die licht   durchforschen umsonst haben ' ich die rolle   die wir die vater weisheit schreiben   umsonst suchen in+die liebe|lieben   grollen des menschenherzens tief trieb   umsonst natur und ihr sprosse|sproß bin ich folgen mit stab und maß     die thür zu+die räthsel bleiben verschlossen   und wirr schrift sein   was ich lesen   und was ich jung mit keck sinn|sinnen   mit mein herz   stolz und heiß   in+die flug denken zu gewinnen   ich finden es nicht und mein haar sein weiß   nicht lang ' mehr werden die faden währen   die hastig ich die moira weben     nun lauschen ' ich ängstlich nach die sphäre   doch ach   keine ton   die niederschwebt   und doch   es müssen   ich dürfen nicht irren   dies treiben   dies leben schwall   die wild streit   die böse wirre   des schein truggespenster all '   dies tollen lache|lachen   bitt 're wein|weinen   dies glück   die falsch die loose theilt   es müssen zu eine klang sich eine dort oben   wo mein sehne|sehnen weilen   zu eine klange   voll und prächtig   die hell die himmelsraum durchdringen   und alle ungefüge mächtig in sein hoch zauber zwingen   zu eine klang   die all künden   was hier die müde geist verlieren   d'rin rauh und lieblich sich verbünden   zu füllen die entzückt ohr   dort oben   seit ich die gedanke zu+die erst mal in+die hirn reifen   lassen ich hinan die hoffnung ranken zu+die sternenchor   die oben schweifen   von oben sollen ' es niedertönen   mein unbefriedigt herz durchglüh'n   und ich in+die strahl die ewig schöne die erde leben neu erblüh'n   was ich lieben   ich haben es vergessen   was ich begehren   ich lassen es lang '   nur sehnsucht füllen ich unermessen nach dies eine hoch klang   vorüber lassen ' ich alle rauschen   eine wunsch allein   die in ich wohnen   o   einmal hören   einmal lauschen   und alle mein strebe|streben sein ' lohnen   umsonst   umsonst   die sphäre schweigen   mein aug ' werden matt   mein ohr werden stumpf   fremd schauen ' ich auf die erde reigen   die sinnlos ich umdrängen und dumpf   wie leer die stunde|stunden hin sich dehnen   du böse   moira   mein last   von mein denken   mein sehne|sehnen gieb in die urne süß rast   
67,Lied der Klotho,"Adler, Friedrich",8,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180071,rinne   faden   rinnen   aus die ernst hand   statt die ruhen ' gewinnen   sturm und unbestand   lust sollen du umschweifen   eh ' du lernen versteh'n   können du sie begreifen   soll sie schnell verweh'n   was du nie erlangest   sein du heiß begehrt   was du reich empfangest   sein du ohne werth   was am schnell schwinden   sein dein hoch glück   was dein herz verbinden   fliehen ' vor du zurück   unaufhörlich ringen soll die hirn hast   nichts die hand vollbringen   wie es die brust erfassen   fremd und irrend schweben durch die klar sein   leere traum leben   selbstgebaut schein   wandeln durch die reigen   die sich gierig drängen   bis du einst in schweigen atropos empfangen     rinne   faden   rinnen aus die ernst hand   statt die ruhen ' gewinnen   sturm und unbestand   
68,Das lesende Kind,"Adler, Friedrich",4,3,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180072,auf die schooß die buch breiten   scheinen du nichts um du zu missen   starr hinein   indeß befleißen über die blatt die finger gleiten   in die meer die zeichen leiten du keine können noch und wissen   unbeschränkt   in schwanken riss sich dein jung sinn|sinnen weiten   süß dämmern   traumumwoben schlafen die denken noch in+die neste   nur die fühlen schweben nach oben   ach   die leben trüb rest bleibe|bleiben   wenn die flor heben   die geheimniß sein die beste   
69,Frühlingsgebet,"Adler, Friedrich",4,6,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180073,wieder wallen die süß luft und die farbig brautkranz flechten die erde   die ewig jung wieder in es perlenglitzernde haar   aufleuchtend erglühen zu neu freude die auge   die zu+die staub sich trüb ' senken   hoffend wenden die herz sich die zukunft zu   die sich golden aufthut   und auf die lippe drängen   innig flüstern sich die tief gebet die seele   selten in mein herz sein die fröhlich lenz kehren   und mein blüthen hast du mit schauer umwehen und frost   finster waltendes schicksal   haben ich früh hinausdrängen   mit die leben zu kämpfen   und streng nothwendigkeit verscheuchte die süß bild   welche die dichtung spinnen   die sorgenlose   die ewig heiters göttin   geben du die kampf   ich haben kämpfen   werden du die sonne ich verhüllen   in+die dunkel werd ' ich suchen die weg   eins nur begehren ich   lassen ich die seele frei von bitterniß   dass ich immer traut und verständlich die sprache sein   die die mai sprechen   dass keine rose vergebens die köstlich hauch ich entgegenwehe   keine lied   die frei kehle wirbelnd entsteigen   ungehört an die ohr ich schlagen     lassen ich die seele frei von neid   laß ich glücklich lippe schlürfen seh'n die freude labetrunk und dann ruhig zurückkehren unter die last die arbeit   in die eisern dienst die pflicht   
70,Ade!,"Adler, Friedrich",3,8,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180074,ade   du schreiten zu+die altar   zu schließen froh die froh band   und ich   vertrauen du manche jahr   seh ' stumm sich fügen hand in hand aus mein lippe weichen die blut   in+die herz zucken empor die weh     sein still da drin     es sein so gut   ade   es sein so gut   ob auch mein strebe|streben sich nur um dein beifall heben   ob   was die mus|muse eingeben   für dein ohr ich zu lied weben   die leben brauchen die fest hand   die weg   die ich   die träumer gehen '   tragen unkraut nur und flittertand     ade   umdunkelt sein mein weg   doch dein umfließe hell die sonne licht   und keine stunde sollen erscheinen   da du die wort   die hoffnung brechen   die eintracht kröne dein bund   und ich   die still in+die schatten stehen '   ich seg'ne du mit zitternd mund     ade   
71,Nach dem Strike,"Adler, Friedrich",4,8,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180075,wir schweigen schon   sie haben gewinnen   ihr mann von+die gesetz und recht   und sicher sein ihr einspinnen in euer ordnung eng ' geflecht   wir schweigen schon   stolz durft ihr zeigen   wie ihr beugen   was ihr bedrohen   wir schweigen schon und werden schweigen   allein wir hungern   schaffen wir brod   sie sagen   wir eine keck wagen   zu stürzen euer staat bau   o glauben   in wir die grimm nagen umgrenzen die denken sehr genau   wir achten still   was fest und eigen   und wir 're fahne sein nicht roth   wir schweigen schon und werden schweigen   allein wir hungern   schaffen wir brod   in+die tief schacht   von luft und licht   von jede froh blick entfernen   gefahr   wohin die fuß sich richten   wir haben tragen es lernen   wir wissen wir die loos zu neigen   wir geh'n für die leben in die tod   wir schweigen schon und werden schweigen   allein wir hungern   schaffen wir brod   vernehmt wir   euer ohr verwehren nicht mehr die eingang uns'rem flehn   und helfen   dass von die mangel schwere nicht weib und kind wir vergeh'n   und lassen es nicht zu+die höchste steigen   bedenket   eisen brechen die noth   wir schweigen schon und werden schweigen   allein wir hungern   schaffen wir brod   
72,Blüthenregen,"Adler, Friedrich",2,4,"Moderne Dichtercharaktere, hrsg. von Wilhelm Arent. Mit Einleitungen von Hermann Conradi und Karl Henckell. Leipzig 1885.",b'1885',"Arent, Wilhelm",l00180076,welche froh wallen   welche bunt gruß   die blüthen fallen vor dein fuß   doch was dies blinken   hast du es bedenken   eine seufzend sinken in todesnacht   
